BAD,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
0,41.25011359,3,39.19806822,0,0,Office,6300,,0,HomeImp,72890,1
0,63.62641325,16,33.11182911,0,,,6300,44226,,DebtCon,57779,7
0,294.4780476,12,31.44775041,,,Other,6300,,,HomeImp,39050,
0,335.0741426,46,31.1772613,0,0,Other,6300,78724,1,HomeImp,80355,24
1,120.7333333,8,,0,0,Self,6300,59793,0,DebtCon,98314,2.2
1,84,12,,0,2,Mgr,6300,65875,1,DebtCon,76000,0.8
0,209.3580469,30,29.59595551,0,0,,6300,45582,4,DebtCon,89005,2
0,199.0119272,27,26.52004952,0,0,ProfExe,6300,92659,0,HomeImp,117352,6
0,153.7804385,30,21.71959598,4,0,ProfExe,6300,58052,1,DebtCon,70091,9
0,111.2065132,10,38.57713194,4,,Mgr,6300,49498,1,DebtCon,64296,6
0,,,29.83596072,,,ProfExe,6300,79667,,DebtCon,96988,1
1,227.1299051,23,23.31951678,6,3,Office,6300,12476,0,HomeImp,32559,12
0,163.2839332,22,42.40781425,0,2,Sales,6300,69357,1,HomeImp,73726,3
0,12.75926745,6,28.36185178,0,1,Other,6300,26655,10,DebtCon,29792,1
1,128,17,,2,0,Other,6400,25144,4,HomeImp,45200,25
0,419.3751538,50,42.24492757,,,Other,6400,99131,1,HomeImp,125652,8
0,,,22.05503421,,,,6400,76577,,DebtCon,83200,5
0,104.7924684,13,36.41688697,,0,Other,6400,47251,,HomeImp,58157,0
0,164.3154099,30,21.13798157,3,0,ProfExe,6400,53476,1,DebtCon,70157,7
0,262.1754261,11,42.06826818,0,0,ProfExe,6400,81116,0,HomeImp,86148,8
0,325.2993087,12,40.24440437,0,0,Office,6400,17491,0,HomeImp,63614,23
0,213.8321032,24,40.64461955,1,,Mgr,6400,65215,0,HomeImp,74332,9
0,133.1015478,20,40.18812313,0,0,ProfExe,6400,62746,0,DebtCon,75016,12
0,109.1930214,26,37.96455432,0,0,Other,6400,76732,0,HomeImp,78084,8
0,147.0771635,31,31.20612976,0,0,Sales,6400,70035,0,DebtCon,78635,3
0,177.591354,19,26.1209597,,,Office,6400,39687,,HomeImp,51666,9
0,209.6428984,30,31.97197121,0,0,,6400,51436,2,DebtCon,91284,4
0,101.3914453,12,36.60294734,,1,Other,6400,44968,,HomeImp,62747,0
0,202.2507958,11,45.11431939,0,0,Self,6400,9113,0,HomeImp,46351,
0,10.42564285,6,29.75370028,0,1,Other,6400,28041,10,DebtCon,33438,1
0,126.3286437,22,28.75634543,1,0,Mgr,6400,57887,0,HomeImp,74776,3
0,180.8412499,19,27.83900666,,,Office,6500,47949,,HomeImp,53102,9
0,333.2308999,11,29.01198058,,,Other,6500,,,HomeImp,37448,
1,127.0627016,21,37.80035293,0,0,Other,6500,60054,2,HomeImp,70434,1
0,,,30.53126454,,,ProfExe,6500,80739,,DebtCon,97630,1
0,129.0777116,23,29.05543313,2,0,Mgr,6500,63144,0,HomeImp,76754,2
0,191.0756559,13,24.22731934,0,0,ProfExe,6500,33639,0,HomeImp,37345,11
0,,,29.19886067,,,ProfExe,6500,78741,,DebtCon,90599,0
0,209.3263116,29,30.3434486,0,0,,6500,51724,4,DebtCon,87770,4
1,115.3666667,16,,5,2,Other,6500,13600,1,HomeImp,,14
1,97.2997561,38,,0,1,Other,6500,48000,6,DebtCon,61000,1
1,224.8666667,13,,0,0,Other,6500,65000,0,DebtCon,80400,15
0,110.5666667,30,,0,0,Office,6500,22789,2,HomeImp,35836,1
0,332.7333333,38,,0,0,Office,6500,75113,2,HomeImp,115900,29
0,234.4,17,,0,0,Office,6500,55000,1,HomeImp,88300,29
0,54.76666667,24,,0,0,ProfExe,6500,60000,2,DebtCon,70000,9
0,242.4666667,38,,0,0,Office,6500,70300,1,DebtCon,107500,1
1,475.8,40,,0,0,ProfExe,6500,96314,2,HomeImp,105800,27
0,327.2006385,38,34.34583769,0,0,Office,6500,81145,1,HomeImp,117530,29
0,,,23.47088075,,,,6500,,,,70886,
1,86.45222694,29,69.8005248,0,6,ProfExe,6500,183860,6,DebtCon,208910,4
0,94.00805286,18,34.89841307,1,0,Other,6500,58689,2,DebtCon,72557,0
0,232.5272907,16,26.16049489,0,0,Office,6600,62380,0,HomeImp,89742,31
0,,,20.02835351,,,,6600,74376,,DebtCon,84855,3
0,,0,12.21943615,0,0,,6600,,0,HomeImp,48800,0
0,96.9776672,14,42.21104678,0,0,Other,6600,68733,0,HomeImp,81973,5
0,179.8008681,19,27.53237611,,,Office,6600,40926,,HomeImp,50486,10
0,122.8155841,12,36.77345872,0,0,Office,6600,95450,0,HomeImp,112630,23
0,,0,14.84599073,0,0,,6600,,0,HomeImp,46516,0
0,423.2096241,49,40.95709032,,,Other,6600,98415,2,HomeImp,126636,11
0,,,15.70399156,,,,6700,,,,55396,
0,84.41703046,17,23.64285383,0,0,Other,6700,55113,0,HomeImp,56486,4
1,195.7808633,19,32.39759341,0,0,ProfExe,6700,60301,0,HomeImp,70543,5
0,283.8972313,14,24.12045156,0,0,Other,6700,,0,DebtCon,30544,2
0,99.30370078,17,25.23136638,0,0,Other,6700,49367,0,HomeImp,59609,6
0,173.5744163,31,23.58701323,3,0,ProfExe,6700,58741,1,DebtCon,68225,9
1,171.5264892,27,41.42859751,2,0,Other,6700,27510,3,DebtCon,42495,2
1,,,40.8949317,,,Other,6700,,,HomeImp,81239,19
0,263.1734343,5,37.70699649,0,1,Other,6700,69773,0,HomeImp,83014,0
0,193.7547457,19,19.5495717,0,0,Office,6700,51855,0,HomeImp,58084,21
0,108.3517475,13,38.89419475,,1,Other,6700,48430,,HomeImp,64358,0
0,112.1370807,30,38.52863281,0,0,Office,6700,29662,1,HomeImp,36195,1
0,43.92338263,24,39.73857627,0,1,ProfExe,6700,66587,1,DebtCon,70710,9
1,174.7218341,8,62.24645112,0,0,Mgr,6700,,1,HomeImp,20631,4
0,209.2063004,20,20.20351771,0,0,Office,6700,54161,0,HomeImp,59714,20
0,215.4224064,19,19.49387198,0,1,ProfExe,6700,134616,0,HomeImp,155034,13
0,219.7356734,18,20.8850935,0,0,ProfExe,6800,136951,1,HomeImp,160306,11
0,208.420843,19,19.33336736,0,0,ProfExe,6800,138691,0,HomeImp,160063,12
0,116.6327333,10,39.21502891,4,,Mgr,6800,49809,3,DebtCon,65074,7
0,,,18.92721164,,,,6800,78292,,DebtCon,86959,3
0,201.9608343,18,22.32582879,0,0,ProfExe,6800,139578,0,HomeImp,154602,12
0,126.3032351,22,27.11865353,2,0,Mgr,6800,57439,0,HomeImp,74816,2
0,341.4650556,46,27.52324614,0,0,Other,6800,76074,0,HomeImp,88178,22
1,106.2666667,26,,0,1,Mgr,6800,31000,2,DebtCon,42000,3.5
0,94.33333333,12,,1,0,Office,6800,45150,3,DebtCon,57150,4
0,206.3063213,20,21.79851308,0,0,Office,6800,56155,0,HomeImp,57912,21
1,2.033333333,5,,0,1,Mgr,6800,,1,HomeImp,27410,6
0,127.2341411,22,42.08390168,0,0,Sales,6800,178559,0,DebtCon,247611,
0,48.81883648,3,40.78739323,0,0,Office,6800,,0,HomeImp,72310,1
0,196.4649989,31,35.76160473,1,0,Other,6800,71666,0,HomeImp,99913,0
0,298.7004822,23,39.10750164,1,0,Mgr,6800,75964,0,DebtCon,88754,19
0,230.8055881,38,17.96588344,0,0,Office,6900,75880,1,DebtCon,113612,1
0,112.5890607,15,41.4280899,0,0,Other,6900,70717,0,HomeImp,87466,2
0,87.90011834,17,22.28699748,0,0,Other,6900,53776,0,HomeImp,51952,5
1,101.5319079,21,35.76405836,0,0,Sales,6900,53328,0,DebtCon,58088,2
1,67.8,18,,2,0,Mgr,6900,5816,1,HomeImp,,23
1,138.234778,22,38.37246088,0,2,Other,6900,57257,0,DebtCon,63752,10
1,122.2666667,43,,0,0,Sales,6900,37055,2,HomeImp,83000,1
0,111.1233973,11,37.25315085,0,0,Office,6900,97662,0,HomeImp,110046,24
0,61.9,22,,0,0,Other,6900,49000,8,DebtCon,68280,1
0,,,14.37098595,,,,6900,,,,57067,
0,105.827329,10,40.71766885,3,,Mgr,6900,50387,2,DebtCon,68443,7
0,204.4845828,19,21.85549413,0,0,Office,6900,49932,0,HomeImp,66042,20
0,224.2470369,29,30.52615072,0,0,,6900,51384,3,DebtCon,84689,4
0,311.8698993,12,30.79062077,,,Other,6900,,,HomeImp,36191,
0,421.541928,49,40.82887293,,,Other,7000,98779,1,HomeImp,124827,9
0,231.7999135,38,19.27357946,0,0,Office,7000,73873,0,DebtCon,111781,0
0,175.5714428,32,34.44966467,1,0,Other,7000,74795,0,HomeImp,99149,1
0,102.6573271,9,36.09407143,,,Other,7000,,,HomeImp,47462,
0,171.8383862,31,36.24796303,1,0,Other,7000,78284,0,HomeImp,98214,0
0,213.3630277,24,34.47530193,0,0,ProfExe,7000,58128,2,HomeImp,93740,5
0,341.6105761,47,27.76729977,0,0,Other,7000,81335,1,HomeImp,81018,22
0,211.2844132,24,33.46140225,0,0,ProfExe,7000,52287,1,HomeImp,87972,7
0,197.3383979,24,39.84308734,1,,Mgr,7000,58339,0,HomeImp,72432,10
0,90.38040908,11,36.30952679,0,0,Office,7000,46238,3,DebtCon,66842,4
1,87.83333333,21,,0,0,Other,7000,142251,4,HomeImp,157250,5
1,134.7,16,,0,0,Other,7000,19894,1,DebtCon,32500,4
1,,,,,,Office,7000,27290,,HomeImp,63500,6
1,183.1,23,,1,0,Office,7000,18000,0,HomeImp,46520,17
1,242.4333333,8,,1,1,Other,7000,66000,0,DebtCon,86300,3
1,138.2333333,9,,1,0,Office,7000,46000,0,DebtCon,66660,1
0,219.1666667,20,,0,0,Other,7000,120000,1,DebtCon,175450,8
0,103.6666667,7,,0,0,Other,7000,58843,0,HomeImp,75300,1.5
0,265.0666667,12,,0,0,Other,7000,7000,0,DebtCon,31200,5
0,234.4,32,,0,0,Other,7000,29000,1,DebtCon,49000,11
0,,,,,,,7000,5768,,,26600,
0,229.3,36,,0,0,Other,7000,56636,1,HomeImp,76353,15
0,84.73333333,20,,0,0,Other,7000,55000,3,HomeImp,63000,5
0,219.1333333,37,,4,0,Other,7000,46225,0,DebtCon,59000,16
1,183.6333333,28,,0,7,ProfExe,7000,53194,2,HomeImp,81150,14
1,141,10,,0,3,Other,7000,83000,0,HomeImp,97635,5.6
1,86.2,36,,0,8,Mgr,7000,138841,2,DebtCon,160000,11
1,96.36666667,18,,0,0,ProfExe,7000,38800,0,HomeImp,53500,15
1,139,13,,0,0,Office,7000,25000,0,DebtCon,49840,0.6
1,205.9666667,19,,0,1,Other,7000,18000,1,DebtCon,25000,6.5
1,340.9,29,,0,2,ProfExe,7000,74500,0,HomeImp,81600,2
1,54.83333333,8,,0,1,Other,7000,64300,0,HomeImp,119500,1
0,80.15243091,19,40.56186054,0,0,Other,7000,64255,2,HomeImp,68389,4
1,,,40.73031534,,,Other,7000,,,HomeImp,96783,20
0,209.9862995,18,21.91795226,0,0,ProfExe,7000,129959,0,HomeImp,161301,11
0,200.0777551,24,31.73651179,0,0,ProfExe,7000,58114,1,HomeImp,93391,6
0,315.3214527,12,38.6936558,0,0,Office,7000,16047,0,HomeImp,67750,21
1,192.7666667,31,,1,0,Other,7100,39000,2,,55000,12
1,71,18,,1,1,Mgr,7100,54000,4,DebtCon,74800,7.5
0,48.85464465,4,41.3025469,0,0,Office,7100,,0,HomeImp,74753,2
0,116.1000871,11,35.60189425,0,0,Office,7100,98490,0,HomeImp,114457,23
0,155.2,12,,0,0,,7100,54700,1,DebtCon,68500,19
0,272.9226847,25,41.91689953,0,0,Other,7100,,1,HomeImp,40185,3
0,29.85636517,7,28.27147416,0,0,Other,7100,25896,9,DebtCon,33580,1
0,221.6073242,18,32.67435897,0,0,Other,7100,120176,0,DebtCon,180104,8
0,120.0334646,20,43.67874666,0,0,ProfExe,7100,58639,0,DebtCon,72412,14
0,65.87204481,21,26.82949019,0,0,Other,7100,57863,7,DebtCon,70969,0
0,108.2171898,7,36.33755756,0,0,Other,7100,64850,0,HomeImp,76985,0
0,84.83724997,17,22.86119965,0,0,Other,7100,53273,0,HomeImp,54378,5
1,98.43333333,9,,1,2,Other,7200,54600,11,DebtCon,65000,14
0,55.35880309,23,38.64027711,0,0,ProfExe,7200,62329,1,DebtCon,78007,8
0,241.5142498,35,35.06267566,0,0,Other,7200,57912,0,HomeImp,84806,15
0,118.0001423,11,37.72035861,0,0,Office,7200,98691,0,HomeImp,115750,22
0,238.458825,37,18.61728869,0,0,Office,7200,79946,0,DebtCon,113807,1
0,82.16666667,12,,0,0,Other,7200,36264,0,DebtCon,48240,15
1,142,14,,0,0,Other,7200,46000,1,DebtCon,67000,24
1,235.3666667,16,,2,0,Other,7200,43705,6,DebtCon,50000,9
0,299.7527261,12,31.88003318,,,Other,7200,,,HomeImp,38061,
1,354.2397634,42,33.62413345,1,0,Self,7200,15637,3,HomeImp,39660,6
0,40.18213482,3,37.94125377,0,0,Office,7200,,0,HomeImp,74610,1
0,241.0560781,38,18.51055133,1,0,Office,7200,71667,1,DebtCon,117325,0
1,70.19389019,11,41.25070626,0,0,Other,7200,,0,HomeImp,76723,10
0,,,20.09904978,,,,7200,71509,,DebtCon,86484,4
0,38.00326685,7,28.29568112,0,0,Other,7200,22832,9,DebtCon,31666,0
1,74.06666667,16,,0,0,Mgr,7300,58671,1,HomeImp,87975,3
1,45.96666667,13,,1,0,Other,7300,60890,0,DebtCon,75785,6
1,,,,,,Other,7300,28500,,HomeImp,42050,3
1,,,,,,Other,7300,60971.32,,DebtCon,77375,2
0,68.03333333,23,,0,0,ProfExe,7300,131000,2,DebtCon,197500,1.5
0,240.0567715,23,31.7246985,0,0,ProfExe,7300,55456,2,HomeImp,86766,6
0,239.6202977,36,36.72713636,0,0,Other,7300,60973,1,HomeImp,79443,14
0,411.9520505,50,40.39647435,,,Other,7300,93428,1,HomeImp,118184,10
0,106.3759993,10,40.05191523,4,,Mgr,7300,49064,1,DebtCon,64225,6
0,60.42476076,22,36.81229063,0,0,ProfExe,7300,139348,2,DebtCon,205981,1
0,221.3384208,31,36.00942149,0,0,Other,7400,32832,1,DebtCon,50798,10
0,,,27.20199961,,,ProfExe,7400,75311,,DebtCon,89905,0
1,96.13333333,14,,0,0,Other,7400,2063,0,HomeImp,100448,
0,271.9181691,25,42.9300431,0,0,Other,7400,,0,HomeImp,44651,2
0,224.8470425,19,21.05757402,0,0,ProfExe,7400,138033,0,HomeImp,163162,11
0,194.37214,27,26.64608364,0,0,ProfExe,7400,88288,1,HomeImp,119677,5
0,,,28.16183185,,,ProfExe,7400,75547,,DebtCon,93839,0
0,207.7684144,30,29.93791783,0,0,,7400,48924,4,DebtCon,86612,4
0,238.5863034,38,18.42136986,0,0,Office,7400,73985,1,DebtCon,114849,0
0,,0,12.21967996,0,0,,7400,,0,HomeImp,54138,1
0,83.34671188,18,23.39763463,0,0,Other,7400,51974,0,HomeImp,59323,4
0,141.9621493,23,28.30024564,1,0,Mgr,7400,56596,0,HomeImp,72861,3
1,94.78223069,17,42.803422,0,0,Sales,7400,71576,0,DebtCon,89068,0
0,230.4202559,35,35.41511292,0,0,Other,7400,65032,1,HomeImp,83184,15
0,128.8333333,26,,0,0,ProfExe,7400,72739,0,DebtCon,91425,3.5
0,316.9470825,24,37.90875019,1,0,Mgr,7400,82412,1,DebtCon,91326,19
1,158.2666667,18,,3,0,ProfExe,7500,,2,HomeImp,51610,4
0,65.57119786,16,33.86574535,0,,,7500,45864,,DebtCon,57799,7
1,86.23333333,14,,5,0,ProfExe,7500,57340,3,DebtCon,80000,4
0,220.6249839,37,26.71153647,3,0,Other,7500,47518,0,DebtCon,60252,16
0,111.4351899,14,41.77344662,0,0,Other,7500,63573,0,HomeImp,80601,4
1,228.0360001,6,30.16221411,0,1,Other,7500,32070,0,DebtCon,36811,1
0,79.41122999,16,34.39744173,0,,,7500,44744,,DebtCon,60518,6
0,,,12.39123504,,,,7500,,,,49804,
0,155.3919622,23,41.60098336,0,1,Sales,7500,72097,1,HomeImp,69408,4
0,47.83285134,14,33.07501037,0,0,ProfExe,7500,84479,3,DebtCon,104571,23
0,56.75011314,14,30.53890697,0,0,ProfExe,7500,88056,2,DebtCon,104794,25
0,286.9228238,11,23.06292573,0,0,Other,7500,11358,0,DebtCon,36892,5
1,295.8666667,19,,3,0,Office,7500,59000,0,HomeImp,72000,5
1,158.9,21,,,,Other,7500,,1,HomeImp,,21
1,122.0666667,23,,0,0,Other,7500,35945,0,HomeImp,49750,3
1,147.1,9,,0,1,Other,7500,18400,0,DebtCon,29375,6
1,136.1,8,,0,0,Other,7500,63500,0,HomeImp,86125,5
1,146.9333333,18,,0,0,Other,7500,33600,0,DebtCon,50125,2
1,124.1333333,18,,1,0,Mgr,7500,57800,1,DebtCon,109600,4
1,,0,,0,0,Other,7500,,1,HomeImp,40150,5
1,201.5,24,,1,0,Mgr,7500,80440,0,HomeImp,72920,8
1,153.2666667,16,,0,0,Other,7500,60000,2,HomeImp,87830,5
1,75.66666667,13,,2,0,ProfExe,7500,126000,1,HomeImp,151380,18
0,115.6,26,,0,1,,7500,40936,1,DebtCon,50900,10
0,185.6333333,16,,0,0,Office,7500,,1,HomeImp,26850,20
0,178.3346667,29,,0,0,Other,7500,49100,0,HomeImp,85650,18
1,177.5,22,,3,0,Mgr,7500,,0,HomeImp,71799,4
1,47.7,15,,0,0,Self,7500,39600,1,DebtCon,42000,1
1,344.9,30,,4,1,Office,7500,42077,1,HomeImp,91676,5.5
1,126.7666667,23,,3,1,Other,7500,42721,2,DebtCon,67000,15
1,157.3284228,20,,,,Other,7500,,0,HomeImp,,20
1,234.9007508,24,24.66227667,6,3,Office,7500,12115,0,HomeImp,35910,13
0,227.2920898,17,24.09177036,0,0,ProfExe,7500,67778,0,DebtCon,83368,15
0,60.50362521,24,39.28051238,0,0,ProfExe,7500,60192,2,DebtCon,76475,8
0,243.1571192,16,23.99235335,0,0,Office,7500,57213,1,HomeImp,92458,28
1,299.5666667,18,,5,,Other,7500,50000,2,HomeImp,80000,9
0,87.45287008,23,37.00596784,0,0,ProfExe,7600,133475,2,DebtCon,203936,1
0,,,22.65514029,,,,7600,77518,,DebtCon,83727,4
0,92.94135782,12,35.67227361,1,0,Office,7600,48829,2,DebtCon,62357,3
0,249.6337607,36,34.88206644,0,0,Other,7600,58622,2,HomeImp,77726,15
0,180.1689373,16,35.58340317,0,0,Office,7600,,0,HomeImp,28593,20
0,64.66010695,16,35.05189677,1,,,7600,49926,,DebtCon,58588,5
0,135.6401964,26,34.77708943,0,0,ProfExe,7600,80900,0,DebtCon,99525,2
0,265.0204754,25,43.30010531,0,0,Other,7600,,1,HomeImp,40341,3
0,,,34.88046232,,,,7700,14776,,,32287,
0,180.4157867,13,21.72081838,0,0,ProfExe,7700,32243,0,HomeImp,36369,12
0,187.1940112,28,24.21765848,0,0,Other,7700,53377,0,HomeImp,86018,16
0,120.7645092,11,38.13234577,4,,Mgr,7700,56622,1,DebtCon,70136,7
0,206.9666667,23,,0,0,Office,7700,35100,1,DebtCon,45000,10
0,,,,,,,7700,,,,67350,
0,141.2686711,31,31.68194302,0,0,Sales,7700,70451,0,DebtCon,81862,3
0,17.4607499,6,30.23350474,0,0,Other,7700,20887,10,DebtCon,26958,0
1,122.0666667,22,,7,0,Other,7700,14589,0,DebtCon,33100,3
0,353.1956285,47,28.54452887,0,0,Other,7700,76056,0,HomeImp,83643,22
0,56.60990629,3,40.49982045,0,0,Office,7700,,0,HomeImp,68131,1
0,179.2409356,28,27.23109397,0,0,Other,7700,51045,0,HomeImp,91068,20
0,95.36666667,23,,0,0,Other,7800,44000,0,DebtCon,57500,11
1,44.62959157,7,21.27178537,0,0,Other,7800,,2,HomeImp,11702,0
0,106.6313416,18,37.02476444,1,0,Other,7800,58399,2,DebtCon,65945,1
0,193.0814529,18,26.49587929,,,Office,7800,42802,,HomeImp,52422,8
0,114.512158,18,37.92927387,2,0,Other,7800,58364,3,DebtCon,66688,3
0,235.4853772,35,34.42324885,0,0,Other,7800,64503,0,HomeImp,85608,12
0,100.428331,14,42.80734195,0,0,Other,7800,69662,0,HomeImp,80498,4
0,105.0875938,22,36.70541274,0,0,Other,7800,45391,0,DebtCon,61743,12
0,274.9666667,29,,0,0,Other,7800,48200,3,DebtCon,59000,23
0,123.0333333,34,,0,0,Other,7800,55000,0,HomeImp,62800,6
0,231.0011955,32,35.90611585,0,0,Other,7800,38506,0,DebtCon,50309,11
0,262.0143577,29,38.98393849,0,0,Other,7800,55394,2,DebtCon,63567,23
0,295.1134207,13,23.24567301,0,0,Other,7800,,0,DebtCon,30320,2
0,174.4666667,19,,1,0,Self,7800,109000,0,DebtCon,123500,6
0,220.8024443,24,31.82762682,0,0,ProfExe,7800,53243,2,HomeImp,95065,7
1,95.67687269,23,36.97971203,0,0,Other,7900,67222,0,HomeImp,75189,4
0,110.0718569,25,25.40901671,0,1,,7900,44682,1,DebtCon,57285,7
0,185.6215923,22,32.28572409,0,0,Office,7900,44690,0,DebtCon,45841,10
1,,,,,,Mgr,7900,126919,,HomeImp,166566,10
0,87.60346244,11,31.8505639,0,0,Other,7900,40827,0,DebtCon,55757,14
0,192.1211081,15,35.58605153,0,0,Office,7900,,0,HomeImp,31602,20
0,59.08154143,4,41.07787822,0,0,Office,7900,,0,HomeImp,67081,1
0,55.87386022,4,38.3750913,0,0,Office,7900,,0,HomeImp,71519,0
0,116.3094934,25,35.42979658,0,0,ProfExe,7900,77221,0,DebtCon,95316,4
0,184.3900292,15,37.83671487,0,0,Office,7900,,0,HomeImp,35422,19
0,95.36666667,20,,1,0,Other,7900,42400,0,DebtCon,53000,2
1,80.7789415,8,44.85897732,0,2,Other,7900,55383,10,DebtCon,70020,12
0,285.1110151,12,29.41354976,,,Other,7900,,,HomeImp,37125,
0,332.6450474,37,35.31155263,0,0,Office,7900,78532,1,HomeImp,122952,29
0,,,23.34502168,,,,7900,,,,75462,
0,203.54461,22,31.4916868,0,0,Office,7900,41935,1,DebtCon,53543,8
0,132.5666667,17,,0,0,Other,8000,53000,0,HomeImp,65960,7.5
0,258.1945777,29,41.24661263,0,0,Other,8000,49232,3,DebtCon,61221,23
0,84.69113488,16,36.50316075,1,,,8000,45557,,DebtCon,56235,7
0,203.9971364,17,23.56256501,0,0,ProfExe,8000,61565,0,DebtCon,87624,14
0,52.59326412,13,32.16092259,0,0,ProfExe,8000,82547,2,DebtCon,105361,24
0,119.066922,31,33.3615863,0,0,Sales,8000,70546,0,DebtCon,81272,4
0,138.5116009,22,39.73544882,0,0,Sales,8000,177683,0,DebtCon,251771,
0,,,27.33615739,,,ProfExe,8000,75690,,DebtCon,96517,1
1,129.3624659,15,47.00097522,3,0,Other,8000,49685,0,HomeImp,81020,2
1,103.4,20,,0,0,Office,8000,28000,1,DebtCon,41950,2
1,53.66666667,18,,0,0,Other,8000,47823,2,DebtCon,63000,5
1,139.8666667,9,,1,2,Other,8000,61000,0,HomeImp,90450,4
1,221.4333333,20,,4,0,Mgr,8000,58000,1,DebtCon,73750,22
1,,0,,0,0,Other,8000,33000,0,HomeImp,38500,2
1,103.7333333,13,,0,0,Other,8000,33689.3,0,DebtCon,48000,3
1,82.63333333,20,,0,0,Other,8000,47306,0,HomeImp,68350,9
0,92.3,34,,0,0,Other,8000,45000,3,HomeImp,56100,9.9
0,89.26666667,9,,1,0,Office,8000,69341,0,DebtCon,86900,15
0,107.5,23,,0,0,Mgr,8000,70917,0,DebtCon,83500,8
0,75.36666667,10,,1,,Other,8000,,1,HomeImp,34226,
0,,4,,0,4,Other,8000,78720,0,DebtCon,86800,0.1
0,229.3,18,,1,1,Mgr,8000,38758,1,HomeImp,46466.26,21
0,,,,,,Other,8000,79200,,HomeImp,116500,8
0,208,16,,0,0,,8000,63700,0,DebtCon,79754,3.8
0,189.7,22,,0,0,Mgr,8000,41000,1,DebtCon,54000,4
0,73.03333333,24,,0,0,Mgr,8000,76600,2,DebtCon,96000,2
0,140.0666667,16,,,,Other,8000,65000,4,DebtCon,93600,16
0,107.5333333,19,,0,0,Mgr,8000,49000,1,DebtCon,60000,11
1,179.6333333,30,,2,6,ProfExe,8000,37871,0,HomeImp,,15
1,102.4333333,15,,2,3,Other,8000,4500,6,DebtCon,,1
1,132.9,26,,1,1,Other,8000,63152,1,DebtCon,,9
1,33.43333333,3,,1,1,Other,8000,21944,9,DebtCon,31352,0
1,145.1666667,20,,3,1,Other,8000,86804,1,DebtCon,113000,7
1,168.2333333,30,,0,0,Other,8000,36000,3,DebtCon,115800,
1,79.45884505,8,31.27671568,0,0,Other,8000,32100,2,HomeImp,36739,4
0,99.99378983,12,38.8737113,0,0,Office,8000,47154,3,DebtCon,65458,2
1,151.8173887,19,26.45752445,3,0,Other,8000,92487,0,DebtCon,113947,8
0,330.1748556,37,35.36268639,0,0,Office,8000,84282,1,HomeImp,121045,28
0,130.767035,22,29.38198545,1,0,Mgr,8000,57361,0,HomeImp,71167,2
0,,4,29.63890142,0,3,Other,8000,80817,0,DebtCon,89515,0
0,310.4,13,,0,1,Other,8000,,2,HomeImp,49000,11
0,,,40.03264933,,,Other,8000,84730,,HomeImp,123455,9
0,223.2029895,24,30.91339584,0,0,ProfExe,8000,58006,2,HomeImp,94930,4
0,53.93513771,4,37.7039115,0,0,Office,8000,,0,HomeImp,68572,1
0,207.9404687,30,31.32965172,0,0,,8100,43553,4,DebtCon,88242,2
0,9.1,8,,0,0,Self,8100,78508,,HomeImp,200133,14
0,75.63504768,18,24.54519214,0,0,Other,8100,48781,0,HomeImp,50434,5
0,340.7444307,38,36.20511455,0,0,Office,8100,84822,2,HomeImp,123854,31
0,66.29457039,21,26.04646942,0,0,Other,8100,53863,8,DebtCon,74705,0
0,296.7470948,23,38.82094029,0,0,Mgr,8100,78977,1,DebtCon,91995,19
0,118.468506,25,32.71677759,0,0,ProfExe,8100,81322,0,DebtCon,97823,3
0,78.36008764,18,22.37534117,0,0,Other,8100,46380,0,HomeImp,58745,7
0,225.6909893,15,30.3980051,0,0,,8100,66546,0,DebtCon,84943,3
0,89.23333333,15,,0,0,Office,8100,54841,2,DebtCon,71400,6
0,184.1934176,15,32.39650949,0,0,,8100,66691,0,DebtCon,82768,4
1,82.33528778,12,20.34246772,1,0,Other,8100,19772,1,DebtCon,39431,0
0,,,31.74224928,,,,8100,13179,,,32981,
0,121.4111489,30,35.07391836,0,0,Sales,8100,69047,0,DebtCon,82113,3
0,188.4198264,13,24.86556719,0,0,ProfExe,8100,26886,0,HomeImp,36527,12
0,294.6027668,12,32.38595617,0,1,Other,8100,,2,HomeImp,56386,11
1,130.6439333,16,37.39352642,0,0,Other,8100,28523,0,DebtCon,39816,5
0,27.04883471,7,29.28795683,0,1,Other,8100,28187,10,DebtCon,32584,0
0,99.59816995,11,38.91015083,0,0,Office,8100,50373,2,DebtCon,65865,5
0,268.2546017,12,22.23295281,0,0,Other,8200,10909,0,DebtCon,37286,3
0,161.6615823,18,24.20011144,,,Office,8200,39175,,HomeImp,55848,10
0,296.9016386,13,33.63213652,0,0,Other,8200,,1,HomeImp,50061,10
0,419.2729655,49,40.55827149,,,Other,8200,101230,1,HomeImp,120087,9
0,219.5658125,18,24.63662135,0,0,ProfExe,8200,62603,0,DebtCon,86782,15
0,176.3345415,19,34.55205243,1,0,Self,8200,117314,0,DebtCon,132770,4
0,235.3632495,36,35.63672035,0,0,Other,8200,64006,0,HomeImp,80409,15
0,,,11.76969215,,,,8200,,,,49362,
0,138.1548182,21,40.33786076,0,0,Sales,8200,171456,0,DebtCon,246758,
0,86.54572702,9,24.69743042,1,0,Office,8200,72986,0,DebtCon,87621,14
